Palavra;Documentos
be;['00012 ', '00014 ', '00014 ', '00014 ', '00014 ', '00016 ', '00016 ', '00017 ', '00018 ', '00018 ', '00019 ', '00019 ', '00033 ', '00033 ', '00034 ', '00034 ', '00039 ', '00046 ', '00046 ', '00056 ', '00060 ', '00060 ', '00060 ', '00067 ', '00067 ', '00067 ', '00071 ', '00071 ', '00072 ', '00072 ', '00076 ', '00077 ', '00077 ', '00077 ', '00077 ', '00083 ', '00084 ', '00084 ', '00084 ', '00088 ', '00088 ', '00090 ', '00090 ', '00090 ', '00090 ', '00091 ', '00094 ', '00095 ', '00098 ', '00103 ', '00103 ', '00103 ', '00104 ', '00104 ', '00105 ', '00110 ', '00110 ', '00111 ', '00111 ', '00112 ', '00115 ', '00120 ', '00120 ', '00120 ', '00121 ', '00121 ', '00125 ', '00125 ', '00125 ', '00125 ', '00126 ', '00126 ', '00133 ', '00135 ', '00135 ', '00135 ', '00135 ', '00136 ', '00147 ', '00162 ', '00164 ', '00169', '00173', '00180', '00185', '00197', '00201', '00206', '00208', '00208', '00213', '00213', '00215', '00215', '00215', '00216', '00217', '00219', '00220', '00238', '00241', '00247', '00247', '00262', '00264', '00264', '00264', '00276', '00276', '00276', '00277', '00277', '00278', '00279', '00281', '00281', '00281', '00281', '00281', '00281', '00284', '00286', '00286', '00287', '00287', '00287', '00288', '00289', '00291', '00293', '00294', '00296', '00297', '00299', '00299', '00299', '00315', '00315', '00315', '00315', '00315', '00325', '00325', '00326', '00326', '00326', '00326', '00327', '00327', '00327', '00327', '00330', '00330', '00330', '00331', '00331', '00331', '00331', '00343', '00350', '00350', '00351', '00352', '00352', '00352', '00352', '00352', '00360 ', '00360 ', '00360 ', '00360 ', '00373 ', '00377 ', '00377 ', '00377 ', '00377 ', '00384 ', '00389 ', '00389 ', '00389 ', '00389 ', '00392 ', '00392 ', '00395 ', '00395 ', '00395 ', '00395 ', '00397 ', '00397 ', '00398 ', '00398 ', '00398 ', '00423 ', '00430 ', '00430 ', '00430 ', '00431 ', '00435 ', '00435 ', '00436 ', '00436 ', '00438 ', '00438 ', '00441 ', '00441 ', '00442 ', '00442 ', '00444 ', '00445 ', '00446 ', '00449 ', '00450 ', '00450 ', '00451 ', '00451 ', '00451 ', '00452 ', '00452 ', '00452 ', '00456 ', '00465 ', '00470 ', '00470 ', '00476 ', '00476 ', '00476 ', '00478 ', '00482 ', '00482 ', '00482 ', '00483 ', '00484 ', '00485 ', '00490 ', '00492 ', '00496 ', '00501 ', '00502 ', '00502 ', '00505 ', '00505 ', '00507 ', '00507 ', '00507 ', '00507 ', '00508 ', '00508 ', '00508 ', '00508 ', '00508 ', '00511 ', '00517 ', '00517 ', '00529 ', '00534 ', '00538 ', '00542 ', '00542 ', '00542 ', '00547 ', '00559 ', '00559 ', '00581 ', '00586 ', '00592 ', '00592 ', '00592 ', '00593 ', '00593 ', '00605 ', '00607 ', '00615 ', '00617 ', '00617 ', '00617 ', '00617 ', '00617 ', '00627 ', '00643 ', '00643 ', '00644 ', '00644 ', '00644 ', '00648 ', '00687 ', '00689 ', '00693 ', '00693 ', '00694 ', '00694 ', '00704 ', '00711 ', '00713 ', '00714 ', '00714 ', '00714 ', '00718 ', '00726 ', '00732 ', '00740 ', '00740 ', '00756 ', '00762 ', '00767 ', '00767 ', '00768 ', '00769 ', '00791 ', '00791 ', '00797 ', '00797 ', '00797 ', '00798 ', '00798 ', '00798 ', '00798 ', '00818 ', '00818 ', '00822 ', '00822 ', '00830 ', '00835 ', '00836 ', '00836 ', '00836 ', '00837 ', '00837 ', '00838 ', '00843 ', '00844 ', '00846 ', '00846 ', '00856 ', '00856 ', '00860 ', '00860 ', '00860 ', '00860 ', '00860 ', '00860 ', '00872 ', '00875 ', '00879 ', '00882 ', '00882 ', '00891 ', '00891 ', '00895 ', '00897 ', '00902 ', '00902 ', '00902 ', '00902 ', '00902 ', '00902 ', '00911 ', '00919 ', '00919 ', '00922 ', '00925 ', '00925 ', '00925 ', '00925 ', '00926 ', '00926 ', '00926 ', '00928 ', '00933 ', '00940 ', '00941 ', '00944 ', '00949 ', '00949 ', '00949 ', '00966 ', '00985 ', '00985 ', '00990 ', '00997 ', '01004 ', '01033 ', '01036 ', '01040 ', '01041 ', '01041 ', '01041 ', '01068 ', '01072 ', '01079 ', '01079 ', '01088 ', '01097 ', '01098 ', '01099 ', '01099 ', '01100 ', '01103 ', '01103 ', '01103 ', '01105 ', '01111 ', '01111 ', '01122 ', '01128 ', '01128 ', '01129 ', '01130 ', '01131 ', '01131 ', '01135 ', '01136 ', '01139 ', '01139 ', '01139 ', '01146 ', '01148 ', '01148 ', '01151 ', '01151 ', '01152 ', '01152 ', '01152 ', '01153 ', '01153 ', '01155 ', '01156 ', '01157 ', '01157 ', '01158 ', '01160 ', '01160 ', '01160 ', '01163 ', '01164', '01164', '01165 ', '01166 ', '01167 ', '01169 ', '01172 ', '01172 ', '01172 ', '01174 ', '01175 ', '01176 ', '01176 ', '01177 ', '01177 ', '01177 ', '01180 ', '01181 ', '01182 ', '01182 ', '01183 ', '01183 ', '01183 ', '01183 ', '01186 ', '01193 ', '01211 ', '01218 ', '01218 ', '01218 ', '01220 ', '01224 ', '01236 ', '01238 ', '01238 ']
bean;['00797 ']
bear;['00508 ', '00658 ', '01066 ']
bears;['00162 ', '01103 ']
beating;['00201', '00201', '00201', '00201', '00201', '00726 ']
became;['00014 ', '01098 ', '01098 ']
because;['00018 ', '00018 ', '00046 ', '00060 ', '00095 ', '00126 ', '00196', '00206', '00220', '00352', '00398 ', '00398 ', '00432 ', '00483 ', '00504 ', '00504 ', '00510 ', '00517 ', '00545 ', '00582 ', '00697 ', '00724 ', '00755 ', '00755 ', '00769 ', '00902 ', '00925 ', '01001 ', '01044 ', '01106 ', '01146 ', '01156 ', '01184 ', '01238 ']
become;['00135 ', '00322', '00326', '00328', '00331', '00333', '00360 ', '00517 ', '00592 ', '00617 ', '00911 ', '00925 ', '01041 ', '01236 ']
becomes;['00922 ']
becoming;['00110 ', '00922 ']
bed;['01004 ']
been;['00014 ', '00018 ', '00019 ', '00019 ', '00034 ', '00034 ', '00038 ', '00039 ', '00039 ', '00063 ', '00063 ', '00067 ', '00067 ', '00067 ', '00077 ', '00084 ', '00090 ', '00091 ', '00095 ', '00098 ', '00101 ', '00104 ', '00104 ', '00104 ', '00104 ', '00106 ', '00107 ', '00111 ', '00111 ', '00111 ', '00112 ', '00115 ', '00125 ', '00125 ', '00126 ', '00126 ', '00146 ', '00163 ', '00163 ', '00165 ', '00180', '00185', '00185', '00201', '00201', '00203', '00216', '00241', '00244', '00244', '00264', '00267', '00267', '00267', '00270', '00270', '00272', '00278', '00279', '00280', '00280', '00287', '00291', '00294', '00296', '00296', '00301', '00315', '00315', '00322', '00325', '00325', '00326', '00333', '00333', '00343', '00359 ', '00360 ', '00363 ', '00363 ', '00370 ', '00377 ', '00392 ', '00395 ', '00415 ', '00423 ', '00430 ', '00430 ', '00430 ', '00432 ', '00435 ', '00435 ', '00436 ', '00437 ', '00437 ', '00439 ', '00440 ', '00441 ', '00441 ', '00442 ', '00445 ', '00445 ', '00445 ', '00445 ', '00446 ', '00465 ', '00482 ', '00482 ', '00494 ', '00498 ', '00501 ', '00502 ', '00502 ', '00503 ', '00503 ', '00504 ', '00504 ', '00507 ', '00507 ', '00516 ', '00516 ', '00518 ', '00518 ', '00529 ', '00544 ', '00559 ', '00586 ', '00586 ', '00605 ', '00615 ', '00615 ', '00627 ', '00643 ', '00648 ', '00648 ', '00689 ', '00689 ', '00690 ', '00694 ', '00697 ', '00704 ', '00740 ', '00740 ', '00759 ', '00762 ', '00762 ', '00762 ', '00762 ', '00767 ', '00798 ', '00801 ', '00824 ', '00835 ', '00835 ', '00836 ', '00844 ', '00844 ', '00856 ', '00879 ', '00879 ', '00881 ', '00897 ', '00911 ', '00915 ', '00930 ', '00930 ', '00930 ', '00934 ', '00934 ', '00936 ', '00949 ', '00949 ', '00962 ', '00966 ', '00979 ', '00985 ', '00985 ', '01031 ', '01031 ', '01033 ', '01041 ', '01041 ', '01068 ', '01068 ', '01068 ', '01072 ', '01096 ', '01098 ', '01105 ', '01106 ', '01106 ', '01106 ', '01108 ', '01108 ', '01111 ', '01113 ', '01122 ', '01140 ', '01140 ', '01140 ', '01146 ', '01146 ', '01146 ', '01146 ', '01148 ', '01152 ', '01152 ', '01156 ', '01156 ', '01158 ', '01158 ', '01174 ', '01174 ', '01175 ', '01175 ', '01179 ', '01182 ']
before;['00014 ', '00105 ', '00111 ', '00333', '00351', '00377 ', '00397 ', '00483 ', '00487 ', '00492 ', '00542 ', '00643 ', '00830 ', '00949 ', '01098 ', '01103 ', '01180 ', '01182 ', '01195 ']
began;['00103 ', '01098 ', '01223 ']
begin;['01103 ']
beginning;['00331', '01004 ']
begins;['00643 ']
begun;['00185', '01098 ']
behalf;['00704 ']
behave;['01146 ']
behavior;['00154 ', '00180', '00180', '00440 ', '00505 ', '00596 ']
behavioral;['00180']
behaviors;['00180']
behaviour;['00118 ']
behind;['01031 ']
being;['00147 ', '00220', '00239', '00279', '00315', '00360 ', '00484 ', '00485 ', '00617 ', '00617 ', '00617 ', '00627 ', '00716 ', '00719 ', '00835 ', '00895 ', '00925 ', '00938 ', '01068 ', '01122 ', '01122 ']
belief;['00377 ', '01040 ']
believe;['00220', '00284', '00397 ', '00926 ']
believed;['00090 ', '00147 ', '00605 ', '01079 ']
belonged;['00242', '00244']
below;['00208', '00268', '00739 ', '00761 ', '00934 ']
beneficial;['00208', '00438 ', '00767 ', '01103 ']
benefit;['00203', '00291', '00326', '00326', '00767 ', '00844 ', '01168 ']
benefits;['00090 ', '00120 ']
benign;['00601 ']
benzoyl;['01100 ']
best;['00300', '00370 ', '00377 ', '00442 ', '00489 ', '00491 ', '00962 ', '00979 ']
beta;['01157 ', '01157 ', '01223 ']
better;['00125 ', '00359 ', '00440 ', '00440 ', '00542 ', '00581 ', '00879 ', '01138 ']
between;['00012 ', '00017 ', '00019 ', '00019 ', '00033 ', '00038 ', '00039 ', '00076 ', '00077 ', '00102 ', '00102 ', '00104 ', '00106 ', '00107 ', '00115 ', '00115 ', '00118 ', '00118 ', '00118 ', '00121 ', '00147 ', '00173', '00173', '00201', '00203', '00206', '00219', '00237', '00244', '00244', '00244', '00278', '00279', '00281', '00291', '00359 ', '00377 ', '00384 ', '00415 ', '00423 ', '00431 ', '00439 ', '00439 ', '00445 ', '00483 ', '00485 ', '00495 ', '00495 ', '00502 ', '00511 ', '00511 ', '00525 ', '00525 ', '00529 ', '00529 ', '00529 ', '00529 ', '00534 ', '00556 ', '00607 ', '00607 ', '00658 ', '00704 ', '00777 ', '00798 ', '00860 ', '00910 ', '00931 ', '00949 ', '01022 ', '01036 ', '01041 ', '01096 ', '01096 ', '01096 ', '01099 ', '01105 ', '01117 ', '01127 ', '01127 ', '01130 ', '01131 ', '01131 ', '01137 ', '01137 ', '01139 ', '01146 ', '01148 ', '01157 ', '01157 ', '01158 ', '01162 ', '01165 ', '01171 ', '01173 ', '01226 ', '01238 ', '01238 ']
beyond;['00077 ', '00120 ', '00350', '00508 ', '00844 ']
biasing;['00268']
bilateral;['00724 ']
bilaterally;['00332']
bile;['00423 ', '00423 ', '00423 ', '00423 ', '00423 ', '00423 ', '00423 ', '00423 ', '00423 ', '00423 ', '00423 ', '00658 ', '00658 ', '00658 ', '00658 ', '00658 ', '00658 ', '00658 ', '00835 ', '00935 ', '00991 ', '00991 ', '01013 ', '01162 ', '01162 ']
biliary;['00091 ', '00325', '00333', '00658 ', '00690 ']
bilious;['00037 ']
binding;['00119 ', '00119 ', '00125 ', '00125 ', '00165 ', '00281', '00294', '00936 ', '00936 ', '01157 ']
bioassay;['00392 ', '00442 ', '00484 ', '00726 ', '00726 ', '00966 ']
bioassayed;['00726 ']
bioassays;['00444 ']
biochemical;['00030 ', '00067 ', '00067 ', '00076 ', '00106 ', '00180', '00180', '00180', '00197', '00215', '00247', '00278', '00333', '00343', '00370 ', '00370 ', '00430 ', '00435 ', '00435 ', '00437 ', '00494 ', '00496 ', '00856 ', '00881 ', '00962 ', '01033 ', '01157 ']
biochemically;['00197']
biochemistry;['00875 ']
biologic;['00067 ', '00270', '00270', '00505 ', '00511 ', '01156 ', '01171 ']
biological;['00281', '00581 ']
biomedical;['00440 ', '00510 ']
biophysical;['00954 ']
biopsies;['00690 ']
biopsy;['00034 ', '00034 ', '00034 ', '00098 ', '00301', '00690 ', '00755 ']
biosynthesis;['00490 ', '00500 ', '00500 ', '00516 ', '00516 ', '00856 ', '00856 ', '00875 ']
biosynthetic;['00516 ']
birth;['00014 ', '00037 ', '00037 ', '00110 ', '00291', '00291', '00291', '00328', '00328', '00328', '00328', '00331', '00392 ', '00483 ', '00617 ', '00687 ', '00756 ', '00768 ', '00768 ', '00835 ', '00872 ', '00875 ', '00942 ', '01031 ', '01135 ', '01184 ']
births;['00559 ', '00719 ', '00881 ']
bismuth;['01193 ']
bit;['00110 ']
bite;['00517 ']
black;['00130 ', '00130 ', '00392 ', '00478 ', '00478 ', '00692 ', '00692 ', '00898 ', '00898 ', '00898 ', '00898 ']
blacks;['00898 ']
bladder;['00443 ']
blanket;['00498 ', '00773 ']
blebs;['00363 ']
bleeding;['00468 ']
blind;['00030 ', '01146 ', '01160 ']
block;['00133 ']
blocked;['00287']
blocks;['01044 ']
blood;['00014 ', '00034 ', '00101 ', '00107 ', '00111 ', '00118 ', '00121 ', '00121 ', '00121 ', '00135 ', '00165 ', '00165 ', '00173', '00270', '00270', '00360 ', '00360 ', '00360 ', '00397 ', '00435 ', '00436 ', '00436 ', '00436 ', '00482 ', '00556 ', '00643 ', '00691 ', '00843 ', '00843 ', '00844 ', '00935 ', '00985 ', '00985 ', '01127 ', '01128 ', '01130 ', '01130 ', '01140 ', '01151 ', '01156 ', '01175 ', '01175 ', '01175 ', '01175 ', '01178 ', '01180 ', '01189 ', '01226 ', '01226 ', '01226 ', '01226 ', '01238 ', '01238 ', '01238 ']
blown;['00333']
blue;['00713 ']
blunted;['01044 ']
blur;['00206']
bodies;['01193 ']
body;['00056 ', '00129 ', '00300', '00442 ', '00443 ', '00471 ', '00471 ', '00471 ', '00484 ', '00544 ', '00837 ', '00860 ', '00962 ', '01037 ', '01037 ', '01037 ', '01079 ', '01088 ']
boiling;['01210 ']
bona;['00581 ']
bone;['00648 ', '00648 ']
book;['00291']
books;['00203']
border;['00755 ', '00755 ', '01157 ']
borderline;['01105 ']
born;['00039 ', '00331', '00333', '00452 ', '00491 ']
borne;['00395 ']
both;['00019 ', '00106 ', '00116 ', '00121 ', '00133 ', '00146 ', '00173', '00180', '00185', '00196', '00203', '00215', '00219', '00237', '00247', '00272', '00279', '00280', '00285', '00287', '00290', '00315', '00325', '00351', '00359 ', '00397 ', '00415 ', '00432 ', '00465 ', '00465 ', '00505 ', '00507 ', '00507 ', '00581 ', '00582 ', '00602 ', '00615 ', '00617 ', '00644 ', '00711 ', '00856 ', '00895 ', '00937 ', '00941 ', '00966 ', '01099 ', '01099 ', '01100 ', '01127 ', '01139 ', '01140 ', '01162 ', '01170 ', '01172 ', '01185 ', '01193 ', '01206 ', '01206 ', '01210 ', '01219 ', '01220 ', '01234 ']
bound;['00430 ']
bowel;['00288', '00299', '00299', '00644 ', '00649 ', '00719 ', '00755 ', '00801 ', '00872 ']
bowl;['00109 ']
boy;['00012 ', '00759 ', '00762 ', '00781 ']
boys;['00704 ', '00762 ', '00836 ']
bradykinin;['00279']
brain;['01184 ']
branching;['00034 ']
break;['00430 ']
breakdown;['00239']
breaking;['00941 ']
breast;['00714 ', '00714 ', '00714 ', '00714 ', '00714 ', '00756 ', '01152 ']
breath;['00056 ', '00658 ', '01040 ']
breathing;['00056 ', '00060 ', '00327', '00327', '00437 ', '00844 ', '01039 ', '01039 ', '01220 ']
brief;['00084 ', '00206', '00326', '00990 ', '01234 ']
briefly;['00215', '00276', '00500 ', '00508 ', '00545 ', '01158 ', '01193 ']
broad;['00180', '00487 ', '00516 ', '00559 ', '00768 ', '00822 ', '00944 ']
broadening;['00034 ']
broadly;['01195 ']
brochures;['00911 ']
bromide;['00470 ', '00716 ', '00716 ', '00716 ']
bronchi;['00056 ', '00060 ', '00837 ']
bronchial;['00017 ', '00237', '00297', '00359 ', '00359 ', '00430 ', '00438 ', '00496 ', '00496 ', '00496 ', '00496 ', '00496 ', '00497 ', '00498 ', '00511 ', '00711 ', '00716 ', '00726 ', '00726 ', '00844 ', '00844 ', '01013 ', '01099 ', '01099 ', '01099 ', '01099 ', '01099 ', '01138 ', '01138 ', '01164', '01164', '01164', '01164', '01164', '01164', '01169 ', '01169 ', '01169 ', '01170 ', '01172 ', '01172 ', '01172 ']
bronchiectasis;['00017 ', '00107 ', '00276', '00276', '00279', '00437 ', '00724 ', '00822 ', '00837 ', '00838 ', '00903 ', '00990 ', '01170 ', '01170 ', '01170 ', '01170 ', '01184 ']
bronchioles;['00511 ']
bronchiolitis;['00300']
bronchitic;['00497 ']
bronchitis;['00056 ', '00056 ', '00058 ', '00107 ', '00279', '00437 ', '00593 ', '00607 ', '00607 ', '00607 ', '00607 ', '00607 ', '00607 ', '00990 ', '01091 ', '01170 ', '01172 ']
broncho;['00332']
bronchodilator;['00206']
bronchodilators;['00326', '00628 ']
bronchography;['01153 ', '01153 ']
broncholability;['01169 ']
bronchomalacia;['00990 ']
bronchopneumonia;['00724 ', '01180 ', '01184 ']
bronchopulmonary;['00146 ', '00438 ', '00990 ', '01164', '01218 ']
bronchorrheic;['01153 ']
bronchoscope;['00497 ', '00843 ', '00843 ']
bronchoscopic;['00844 ']
bronchoscopy;['00844 ', '00844 ', '00844 ']
bronchospasm;['01164', '01220 ', '01220 ', '01220 ']
brother;['00039 ']
brought;['00208', '00280', '00331', '00518 ']
brush;['00755 ', '00755 ']
buffered;['00542 ', '00542 ', '00542 ']
builds;['00442 ']
bulb;['00030 ']
bulge;['00985 ']
bulging;['00985 ']
bulk;['00438 ', '01031 ', '01130 ']
bulky;['00276', '00297']
burden;['00136 ', '00136 ', '00239']
burdens;['00189']
burn;['00164 ', '00929 ', '01065 ']
burns;['00282', '00929 ']
but;['00018 ', '00033 ', '00034 ', '00037 ', '00039 ', '00046 ', '00046 ', '00084 ', '00091 ', '00098 ', '00098 ', '00102 ', '00105 ', '00107 ', '00107 ', '00110 ', '00116 ', '00118 ', '00125 ', '00133 ', '00147 ', '00147 ', '00201', '00206', '00206', '00208', '00213', '00213', '00213', '00213', '00215', '00219', '00241', '00244', '00244', '00250', '00270', '00280', '00284', '00286', '00290', '00294', '00300', '00300', '00325', '00327', '00331', '00331', '00350', '00351', '00351', '00352', '00352', '00363 ', '00373 ', '00438 ', '00444 ', '00450 ', '00451 ', '00476 ', '00482 ', '00483 ', '00483 ', '00484 ', '00494 ', '00495 ', '00500 ', '00503 ', '00508 ', '00518 ', '00529 ', '00538 ', '00615 ', '00617 ', '00658 ', '00713 ', '00716 ', '00810 ', '00811 ', '00818 ', '00818 ', '00844 ', '00882 ', '00895 ', '00926 ', '00926 ', '00930 ', '00936 ', '00942 ', '00942 ', '00954 ', '00966 ', '01033 ', '01033 ', '01066 ', '01066 ', '01068 ', '01079 ', '01099 ', '01099 ', '01122 ', '01123 ', '01138 ', '01140 ', '01148 ', '01157 ', '01159 ', '01159 ', '01159 ', '01163 ', '01168 ', '01174 ', '01180 ', '01182 ', '01183 ', '01183 ', '01189 ', '01193 ', '01195 ', '01206 ', '01220 ', '01236 ']
butterfly;['00146 ']
buy;['01138 ']
by;['00014 ', '00016 ', '00018 ', '00018 ', '00019 ', '00019 ', '00019 ', '00030 ', '00038 ', '00056 ', '00056 ', '00056 ', '00056 ', '00060 ', '00060 ', '00063 ', '00063 ', '00071 ', '00071 ', '00071 ', '00072 ', '00091 ', '00091 ', '00096 ', '00101 ', '00102 ', '00102 ', '00103 ', '00103 ', '00103 ', '00103 ', '00104 ', '00104 ', '00104 ', '00104 ', '00106 ', '00107 ', '00107 ', '00107 ', '00111 ', '00111 ', '00111 ', '00115 ', '00120 ', '00121 ', '00121 ', '00121 ', '00121 ', '00126 ', '00126 ', '00133 ', '00136 ', '00146 ', '00162 ', '00165 ', '00165 ', '00165 ', '00169', '00169', '00173', '00180', '00196', '00196', '00201', '00201', '00203', '00203', '00208', '00208', '00212', '00213', '00213', '00213', '00215', '00215', '00217', '00219', '00222', '00239', '00239', '00244', '00244', '00267', '00272', '00277', '00277', '00278', '00279', '00279', '00279', '00280', '00281', '00281', '00282', '00288', '00293', '00293', '00299', '00301', '00315', '00326', '00331', '00331', '00359 ', '00359 ', '00377 ', '00384 ', '00389 ', '00397 ', '00397 ', '00406 ', '00431 ', '00433 ', '00434 ', '00437 ', '00438 ', '00439 ', '00440 ', '00442 ', '00442 ', '00444 ', '00444 ', '00444 ', '00445 ', '00446 ', '00451 ', '00451 ', '00452 ', '00468 ', '00471 ', '00471 ', '00476 ', '00477 ', '00478 ', '00482 ', '00482 ', '00484 ', '00484 ', '00484 ', '00485 ', '00485 ', '00491 ', '00494 ', '00494 ', '00497 ', '00504 ', '00505 ', '00505 ', '00507 ', '00507 ', '00508 ', '00510 ', '00511 ', '00511 ', '00517 ', '00517 ', '00525 ', '00529 ', '00529 ', '00529 ', '00534 ', '00534 ', '00534 ', '00534 ', '00534 ', '00538 ', '00538 ', '00538 ', '00542 ', '00542 ', '00544 ', '00559 ', '00559 ', '00559 ', '00582 ', '00602 ', '00602 ', '00602 ', '00602 ', '00607 ', '00615 ', '00615 ', '00617 ', '00617 ', '00617 ', '00644 ', '00644 ', '00649 ', '00649 ', '00658 ', '00689 ', '00692 ', '00694 ', '00704 ', '00713 ', '00714 ', '00714 ', '00726 ', '00726 ', '00730 ', '00730 ', '00739 ', '00739 ', '00739 ', '00739 ', '00740 ', '00740 ', '00755 ', '00755 ', '00767 ', '00769 ', '00773 ', '00798 ', '00798 ', '00798 ', '00798 ', '00798 ', '00810 ', '00811 ', '00822 ', '00822 ', '00830 ', '00835 ', '00835 ', '00837 ', '00838 ', '00838 ', '00838 ', '00844 ', '00846 ', '00856 ', '00860 ', '00872 ', '00902 ', '00903 ', '00911 ', '00915 ', '00919 ', '00922 ', '00922 ', '00922 ', '00922 ', '00922 ', '00922 ', '00925 ', '00925 ', '00925 ', '00925 ', '00926 ', '00928 ', '00928 ', '00930 ', '00933 ', '00936 ', '00949 ', '00949 ', '00949 ', '00966 ', '00966 ', '00985 ', '00990 ', '00991 ', '01004 ', '01004 ', '01013 ', '01041 ', '01044 ', '01065 ', '01068 ', '01070 ', '01079 ', '01079 ', '01091 ', '01091 ', '01103 ', '01105 ', '01106 ', '01108 ', '01108 ', '01113 ', '01122 ', '01122 ', '01129 ', '01130 ', '01131 ', '01131 ', '01136 ', '01138 ', '01138 ', '01139 ', '01148 ', '01148 ', '01151 ', '01151 ', '01152 ', '01156 ', '01157 ', '01157 ', '01158 ', '01164', '01166 ', '01170 ', '01172 ', '01175 ', '01177 ', '01177 ', '01179 ', '01181 ', '01185 ', '01193 ', '01206 ', '01206 ', '01210 ', '01210 ', '01211 ', '01211 ', '01224 ']
c;['00219', '01157 ', '01157 ', '01157 ', '01157 ', '01157 ', '01157 ', '01171 ', '01171 ', '01171 ']
calcification;['00443 ']
calcium;['00147 ', '00435 ', '00440 ', '00441 ', '00441 ', '00441 ', '00484 ', '00484 ', '00484 ', '00484 ', '00484 ', '00484 ', '00484 ', '00484 ', '00505 ', '00505 ', '00582 ', '01185 ', '01193 ', '01193 ']
calculate;['00328']
calculation;['00153 ']
calf;['00034 ']
call;['01031 ']
called;['00197', '00359 ', '00398 ', '00398 ', '00504 ', '00649 ', '00962 ']
calls;['01105 ']
calorie;['00101 ']
calories;['01155 ']
camp;['00628 ', '00628 ']
campers;['00628 ', '00628 ', '00628 ', '00628 ']
can;['00067 ', '00071 ', '00072 ', '00077 ', '00084 ', '00084 ', '00090 ', '00090 ', '00095 ', '00120 ', '00121 ', '00129 ', '00165 ', '00180', '00208', '00213', '00215', '00215', '00238', '00239', '00241', '00264', '00277', '00293', '00299', '00315', '00326', '00326', '00326', '00326', '00327', '00352', '00363 ', '00377 ', '00384 ', '00397 ', '00423 ', '00449 ', '00449 ', '00451 ', '00482 ', '00484 ', '00490 ', '00502 ', '00517 ', '00517 ', '00529 ', '00542 ', '00586 ', '00601 ', '00617 ', '00643 ', '00694 ', '00756 ', '00767 ', '00767 ', '00824 ', '00835 ', '00846 ', '00911 ', '00915 ', '00915 ', '00933 ', '00941 ', '00944 ', '00949 ', '00949 ', '00990 ', '01004 ', '01036 ', '01040 ', '01041 ', '01072 ', '01079 ', '01099 ', '01105 ', '01105 ', '01106 ', '01109 ', '01117 ', '01130 ', '01130 ', '01152 ', '01153 ', '01157 ', '01160 ', '01165 ', '01172 ', '01180 ', '01182 ', '01185 ', '01188 ', '01219 ', '01220 ']
canalicular;['00423 ', '00423 ']
canaliculi;['00423 ']
cancer;['00902 ']
cannot;['00018 ', '00046 ', '00090 ', '00104 ', '00118 ', '00208', '00218', '00284', '00286', '00330', '00450 ', '00505 ', '00547 ', '00658 ', '00690 ', '00797 ', '00830 ', '00985 ', '00985 ']
cap;['00146 ']
capabilities;['01193 ']
capable;['00966 ', '01103 ']
capacities;['00843 ']
capacity;['00018 ', '00071 ', '00071 ', '00119 ', '00119 ', '00242', '00242', '00294', '00501 ', '00844 ', '01185 ', '01211 ']
capillary;['00077 ']
capricious;['00201']
carbenicillin;['00451 ', '00451 ', '00451 ', '00451 ', '00451 ']
carbohydrate;['00014 ', '00046 ', '00153 ', '00331', '00500 ', '00500 ', '00719 ', '00856 ', '00856 ', '01088 ', '01088 ', '01088 ']
carboxypeptidase;['00107 ']
carcinoembryonic;['00219']
cardiac;['01041 ', '01177 ', '01177 ', '01177 ', '01177 ']
cardiologists;['00944 ']
cardiomyopathy;['01177 ', '01177 ']
cardiopulmonary;['00844 ', '01041 ']
cardiovascular;['00286']
care;['00098 ', '00133 ', '00237', '00327', '00327', '00332', '00333', '00450 ', '00489 ', '00489 ', '00556 ', '00559 ', '00559 ', '00596 ', '00730 ', '00824 ', '00911 ', '00911 ', '00915 ', '00938 ', '00938 ', '00944 ', '01022 ', '01022 ', '01036 ', '01036 ', '01066 ', '01093 ', '01093 ', '01093 ']
cared;['00607 ']
careful;['00058 ', '00450 ', '00879 ', '00897 ']
carefully;['00811 ']
caries;['01088 ']
caring;['00882 ', '00937 ']
carotene;['00985 ']
carried;['00111 ', '00445 ', '00627 ', '00811 ', '00830 ', '00879 ', '00940 ', '01068 ', '01146 ', '01173 ', '01175 ']
carrier;['00104 ', '00217', '00328', '00442 ', '00617 ', '00881 ', '01096 ', '01224 ']
carriers;['00019 ', '00019 ', '00083 ', '00104 ', '00112 ', '00118 ', '00118 ', '00118 ', '00133 ', '00216', '00247', '00283', '00325', '00325', '00328', '00430 ', '00670 ', '00716 ', '00925 ', '00937 ', '01127 ', '01137 ', '01146 ', '01226 ']
